"GEOID","NAME","S0101_C01_002","S0101_C01_003","S0101_C01_004","S0101_C01_021"
"84103","ZCTA5 84103",825,708,745,568
"84104","ZCTA5 84104",1659,1733,1704,1300
"84105","ZCTA5 84105",1316,964,1215,668
"84106","ZCTA5 84106",1678,1889,1669,942
"84107","ZCTA5 84107",2471,1552,2175,878
"84108","ZCTA5 84108",1110,1069,1006,731
"84109","ZCTA5 84109",1549,1891,1983,1175
"84111","ZCTA5 84111",687,172,294,158
"84112","ZCTA5 84112",0,0,13,38
"84113","ZCTA5 84113",0,0,0,12
"84114","ZCTA5 84114",0,0,0,0
"84115","ZCTA5 84115",1209,1099,1952,1073
"84116","ZCTA5 84116",2339,2345,2826,1254
"84117","ZCTA5 84117",1135,1488,1124,1166
"84118","ZCTA5 84118",3152,3364,3736,2321
"84119","ZCTA5 84119",4257,3839,4113,3108
"84120","ZCTA5 84120",4235,4337,4142,2935
"84121","ZCTA5 84121",2269,2329,2207,1310
"84123","ZCTA5 84123",2521,2342,2435,1522
"84124","ZCTA5 84124",1369,1574,1506,1139
"84128","ZCTA5 84128",2208,3303,2894,2373
"84129","ZCTA5 84129",2377,2997,3410,1939
"84138","ZCTA5 84138",0,0,0,0
"84150","ZCTA5 84150",0,0,0,0
"84180","ZCTA5 84180",0,0,0,0
"84301","ZCTA5 84301",46,82,54,33
"84302","ZCTA5 84302",2079,2077,2157,1523
"84304","ZCTA5 84304",31,16,0,0
"84305","ZCTA5 84305",15,40,37,21
"84306","ZCTA5 84306",14,40,29,61
"84307","ZCTA5 84307",80,122,162,108
"84308","ZCTA5 84308",21,21,29,21
"84309","ZCTA5 84309",4,48,119,86
"84310","ZCTA5 84310",412,443,479,157
"84311","ZCTA5 84311",118,78,57,31
"84312","ZCTA5 84312",482,591,364,270
"84313","ZCTA5 84313",0,0,0,0
"84314","ZCTA5 84314",98,102,94,35
"84315","ZCTA5 84315",451,825,1227,738
"84316","ZCTA5 84316",1,27,36,9
"84317","ZCTA5 84317",71,193,159,186
"84318","ZCTA5 84318",408,569,604,302
"84319","ZCTA5 84319",981,1147,1056,505
"84320","ZCTA5 84320",220,352,246,212
"84321","ZCTA5 84321",3484,3301,3226,2502
"84322","ZCTA5 84322",0,0,0,0
"84324","ZCTA5 84324",116,197,203,107
"84325","ZCTA5 84325",109,190,278,107
"84326","ZCTA5 84326",61,192,179,112
"84327","ZCTA5 84327",95,97,80,99
"84328","ZCTA5 84328",150,75,107,98
"84329","ZCTA5 84329",0,0,0,0
"84330","ZCTA5 84330",45,10,28,23
"84331","ZCTA5 84331",15,37,21,6
"84332","ZCTA5 84332",577,1046,918,466
"84333","ZCTA5 84333",190,332,347,259
"84334","ZCTA5 84334",0,43,35,38
"84335","ZCTA5 84335",1903,1930,1329,912
"84336","ZCTA5 84336",10,80,82,1
"84337","ZCTA5 84337",1191,1223,1812,832
"84338","ZCTA5 84338",32,34,45,30
"84339","ZCTA5 84339",317,673,856,418
"84340","ZCTA5 84340",151,242,344,168
"84341","ZCTA5 84341",1979,2011,1579,1061
"84401","ZCTA5 84401",2816,3190,4089,2006
"84403","ZCTA5 84403",2160,2246,2299,1809
"84404","ZCTA5 84404",4792,5056,5635,2940
"84405","ZCTA5 84405",2958,2551,2252,1669
"84408","ZCTA5 84408",0,0,0,0
"84414","ZCTA5 84414",2262,2935,2866,2046
"84501","ZCTA5 84501",894,978,1042,642
"84511","ZCTA5 84511",274,365,397,203
"84512","ZCTA5 84512",57,56,75,29
"84513","ZCTA5 84513",93,181,138,44
"84515","ZCTA5 84515",0,0,0,0
"84516","ZCTA5 84516",0,0,0,0
"84518","ZCTA5 84518",65,25,56,26
"84520","ZCTA5 84520",44,63,82,12
"84521","ZCTA5 84521",17,46,47,28
"84522","ZCTA5 84522",3,14,100,111
"84523","ZCTA5 84523",58,180,93,94
"84525","ZCTA5 84525",78,38,61,44
"84526","ZCTA5 84526",147,276,334,213
"84528","ZCTA5 84528",198,184,285,125
"84529","ZCTA5 84529",36,0,0,33
"84530","ZCTA5 84530",0,0,0,0
"84531","ZCTA5 84531",50,91,88,13
"84532","ZCTA5 84532",521,684,658,260
"84533","ZCTA5 84533",0,0,0,0
"84534","ZCTA5 84534",156,245,168,147
"84535","ZCTA5 84535",124,173,165,194
"84536","ZCTA5 84536",58,59,125,116
"84537","ZCTA5 84537",105,97,112,87
"84539","ZCTA5 84539",32,26,20,21
"84540","ZCTA5 84540",0,0,0,0
"84542","ZCTA5 84542",142,105,77,41
"84601","ZCTA5 84601",2120,2338,2239,1292
"84602","ZCTA5 84602",0,0,0,41
"84604","ZCTA5 84604",2156,1900,2268,1849
"84606","ZCTA5 84606",2414,1289,1180,692
"84620","ZCTA5 84620",59,79,75,27
"84621","ZCTA5 84621",0,0,0,0
"84622","ZCTA5 84622",88,60,113,61
"84623","ZCTA5 84623",34,43,58,44
"84624","ZCTA5 84624",352,490,677,333
"84626","ZCTA5 84626",181,48,26,26
"84627","ZCTA5 84627",455,404,389,304
"84628","ZCTA5 84628",54,57,64,101
"84629","ZCTA5 84629",67,119,293,185
"84630","ZCTA5 84630",23,64,68,98
"84631","ZCTA5 84631",199,283,308,249
"84632","ZCTA5 84632",51,116,94,51
"84633","ZCTA5 84633",64,52,108,52
"84634","ZCTA5 84634",150,239,165,124
"84635","ZCTA5 84635",102,56,73,19
"84636","ZCTA5 84636",36,15,39,16
"84637","ZCTA5 84637",85,38,114,43
"84638","ZCTA5 84638",32,42,27,13
"84639","ZCTA5 84639",118,127,86,12
"84640","ZCTA5 84640",28,40,20,5
"84642","ZCTA5 84642",193,194,264,239
"84643","ZCTA5 84643",33,57,24,24
"84644","ZCTA5 84644",29,18,20,6
"84645","ZCTA5 84645",275,332,270,287
"84646","ZCTA5 84646",132,121,81,55
"84647","ZCTA5 84647",392,350,336,279
"84648","ZCTA5 84648",461,532,940,389
"84649","ZCTA5 84649",47,61,59,28
"84651","ZCTA5 84651",2244,2304,3003,1919
"84652","ZCTA5 84652",54,61,94,57
"84653","ZCTA5 84653",1010,1147,1173,810
"84654","ZCTA5 84654",166,182,231,64
"84655","ZCTA5 84655",1946,1771,2046,1008
"84656","ZCTA5 84656",48,31,25,23
"84657","ZCTA5 84657",79,93,37,26
"84660","ZCTA5 84660",4660,4437,4819,3114
"84662","ZCTA5 84662",61,108,83,68
"84663","ZCTA5 84663",3587,3755,3532,1880
"84664","ZCTA5 84664",661,1008,1536,997
"84665","ZCTA5 84665",38,21,24,20
"84667","ZCTA5 84667",27,29,18,37
"84701","ZCTA5 84701",694,658,840,491
"84710","ZCTA5 84710",26,49,16,9
"84711","ZCTA5 84711",74,32,114,33
"84712","ZCTA5 84712",9,11,0,2
"84713","ZCTA5 84713",369,386,302,253
"84714","ZCTA5 84714",28,0,59,152
"84715","ZCTA5 84715",28,3,38,25
"84716","ZCTA5 84716",85,39,3,0
"84718","ZCTA5 84718",8,2,30,18
"84719","ZCTA5 84719",0,3,6,3
"84720","ZCTA5 84720",1187,1625,2023,1152
"84721","ZCTA5 84721",2563,2677,2551,1433
"84722","ZCTA5 84722",71,50,59,0
"84723","ZCTA5 84723",30,45,8,29
"84724","ZCTA5 84724",54,47,63,83
"84725","ZCTA5 84725",91,161,200,99
"84726","ZCTA5 84726",17,10,12,23
"84728","ZCTA5 84728",0,0,0,8
"84729","ZCTA5 84729",5,122,73,47
"84730","ZCTA5 84730",21,77,89,44
"84731","ZCTA5 84731",0,0,0,0
"84732","ZCTA5 84732",0,0,0,0
"84733","ZCTA5 84733",10,10,0,0
"84734","ZCTA5 84734",10,16,9,7
"84735","ZCTA5 84735",6,11,19,5
"84736","ZCTA5 84736",34,26,27,17
"84737","ZCTA5 84737",1525,1323,1356,1182
"84738","ZCTA5 84738",556,291,554,288
"84739","ZCTA5 84739",28,25,57,37
"84740","ZCTA5 84740",11,6,27,14
"84741","ZCTA5 84741",339,165,322,243
"84742","ZCTA5 84742",2,13,23,18
"84743","ZCTA5 84743",0,12,21,10
"84744","ZCTA5 84744",15,28,37,73
"84745","ZCTA5 84745",366,262,384,355
"84746","ZCTA5 84746",14,30,55,61
"84747","ZCTA5 84747",33,73,44,41
"84749","ZCTA5 84749",17,19,13,0
"84750","ZCTA5 84750",10,36,26,17
"84751","ZCTA5 84751",91,201,124,79
"84752","ZCTA5 84752",39,58,122,122
"84753","ZCTA5 84753",0,0,0,0
"84754","ZCTA5 84754",183,250,361,288
"84755","ZCTA5 84755",0,0,0,0
"84756","ZCTA5 84756",0,0,16,12
"84757","ZCTA5 84757",32,86,80,18
"84758","ZCTA5 84758",59,114,194,28
"84759","ZCTA5 84759",93,90,251,119
"84760","ZCTA5 84760",98,183,16,40
"84761","ZCTA5 84761",120,197,237,180
"84762","ZCTA5 84762",0,0,0,0
"84763","ZCTA5 84763",0,0,0,0
"84764","ZCTA5 84764",0,0,5,6
"84765","ZCTA5 84765",438,443,661,427
"84766","ZCTA5 84766",0,0,0,26
"84767","ZCTA5 84767",0,0,0,16
"84770","ZCTA5 84770",2314,3122,3292,1796
"84772","ZCTA5 84772",17,14,0,0
"84773","ZCTA5 84773",62,35,55,45
"84774","ZCTA5 84774",116,223,159,86
"84775","ZCTA5 84775",15,12,0,0
"84776","ZCTA5 84776",37,8,61,51
"84779","ZCTA5 84779",23,53,81,80
"84780","ZCTA5 84780",1830,2333,2270,1580
"84781","ZCTA5 84781",16,34,0,0
"84782","ZCTA5 84782",30,33,33,32
"84783","ZCTA5 84783",49,53,0,0
"84784","ZCTA5 84784",57,110,181,96
"84790","ZCTA5 84790",3843,4009,4841,2809
"85003","ZCTA5 85003",530,325,312,86
"85004","ZCTA5 85004",328,283,151,186
"85006","ZCTA5 85006",1293,1237,1541,917
"85007","ZCTA5 85007",958,1182,939,368
"85008","ZCTA5 85008",3644,4161,3995,2410
"85009","ZCTA5 85009",3677,3806,4172,2788
"85012","ZCTA5 85012",220,213,325,242
"85013","ZCTA5 85013",1068,846,1056,531
"85014","ZCTA5 85014",1372,1134,1116,663
"85015","ZCTA5 85015",3181,3152,3031,2268
"85016","ZCTA5 85016",1468,1412,1350,621
"85017","ZCTA5 85017",2878,3809,3572,2611
"85018","ZCTA5 85018",1990,2515,1874,1415
"85019","ZCTA5 85019",1962,1687,2595,1770
"85020","ZCTA5 85020",1251,1605,1321,1071
"85021","ZCTA5 85021",2777,2165,2547,1465
"85022","ZCTA5 85022",2635,3269,2176,1918
"85023","ZCTA5 85023",2001,2166,2279,1472
"85024","ZCTA5 85024",1909,1611,1541,997
"85026","ZCTA5 85026",0,0,0,0
"85027","ZCTA5 85027",2638,3006,1856,951
"85028","ZCTA5 85028",1031,908,933,709
"85029","ZCTA5 85029",3561,2973,2795,1643
"85031","ZCTA5 85031",2152,2080,3222,1528
"85032","ZCTA5 85032",3573,3932,3557,2533
"85033","ZCTA5 85033",4490,5013,5719,3258
"85034","ZCTA5 85034",35,155,345,314
"85035","ZCTA5 85035",3674,4334,5450,3520
"85037","ZCTA5 85037",3242,4221,5343,2516
"85040","ZCTA5 85040",2573,2094,2930,1833
"85041","ZCTA5 85041",4495,4345,5852,3521
"85042","ZCTA5 85042",2989,2401,3351,2222
"85043","ZCTA5 85043",3083,3618,3942,1722
"85044","ZCTA5 85044",1774,2346,2265,1346
"85045","ZCTA5 85045",289,245,704,436
"85048","ZCTA5 85048",1265,2049,2936,1556
"85050","ZCTA5 85050",2048,2544,2121,1647
"85051","ZCTA5 85051",3293,2627,2821,1837
"85053","ZCTA5 85053",1602,2313,1667,1134
"85054","ZCTA5 85054",430,150,580,236
"85083","ZCTA5 85083",1032,1641,2119,1260
"85085","ZCTA5 85085",2150,2076,2108,1240
"85086","ZCTA5 85086",2232,2273,3482,2113
"85087","ZCTA5 85087",270,637,701,545
"85118","ZCTA5 85118",206,207,252,266
"85119","ZCTA5 85119",1267,1057,982,819
"85120","ZCTA5 85120",1078,717,1393,877
"85121","ZCTA5 85121",93,151,178,35
"85122","ZCTA5 85122",3482,3230,5115,2212
"85123","ZCTA5 85123",662,302,547,208
"85128","ZCTA5 85128",1110,1329,1558,934
"85131","ZCTA5 85131",586,686,761,485
"85132","ZCTA5 85132",2390,2166,1454,781
"85135","ZCTA5 85135",16,9,17,4
"85137","ZCTA5 85137",121,210,131,100
"85138","ZCTA5 85138",3543,3819,4462,2670
"85139","ZCTA5 85139",992,1070,1554,998
"85140","ZCTA5 85140",2959,5111,4699,2237
"85141","ZCTA5 85141",2,13,2,28
"85142","ZCTA5 85142",5599,6830,7602,5010
"85143","ZCTA5 85143",2603,3111,3207,1781
"85145","ZCTA5 85145",161,174,275,174
"85147","ZCTA5 85147",257,278,402,206
"85172","ZCTA5 85172",0,32,64,91
"85173","ZCTA5 85173",53,82,56,100
"85191","ZCTA5 85191",0,0,0,0
"85192","ZCTA5 85192",53,76,183,94
"85193","ZCTA5 85193",199,183,407,324
"85194","ZCTA5 85194",242,347,539,213
"85201","ZCTA5 85201",2920,2648,3710,2051
"85202","ZCTA5 85202",2869,2408,2372,1165
"85203","ZCTA5 85203",2559,2713,2840,1658
"85204","ZCTA5 85204",4911,4585,5025,2394
"85205","ZCTA5 85205",2416,2066,1987,1642
"85206","ZCTA5 85206",2099,1964,1881,731
"85207","ZCTA5 85207",2367,2342,3004,2272
"85208","ZCTA5 85208",1706,2167,2419,1734
"85209","ZCTA5 85209",1984,2774,2172,1193
"85210","ZCTA5 85210",2930,2335,2884,1858
"85212","ZCTA5 85212",3792,3938,4657,2275
"85213","ZCTA5 85213",2255,3147,2702,1391
"85215","ZCTA5 85215",451,895,727,442
"85224","ZCTA5 85224",3262,2794,2476,1478
"85225","ZCTA5 85225",4423,4537,4678,3158
"85226","ZCTA5 85226",2605,2625,2410,1223
"85233","ZCTA5 85233",2283,2305,2756,1392
"85234","ZCTA5 85234",3140,3519,3646,2495
"85236","ZCTA5 85236",0,0,0,0
"85248","ZCTA5 85248",746,1523,1620,1374
"85249","ZCTA5 85249",1595,3439,4707,2890
"85250","ZCTA5 85250",394,425,467,263
"85251","ZCTA5 85251",1117,838,1482,551
"85253","ZCTA5 85253",721,703,558,746
"85254","ZCTA5 85254",2514,2645,2543,1677
"85255","ZCTA5 85255",1423,1989,2713,2312
"85256","ZCTA5 85256",334,212,379,310
"85257","ZCTA5 85257",1141,793,727,552
"85258","ZCTA5 85258",818,827,1547,566
"85259","ZCTA5 85259",731,910,1144,925
"85260","ZCTA5 85260",1961,2132,1858,994
"85262","ZCTA5 85262",264,265,260,369
"85263","ZCTA5 85263",0,0,0,36
"85264","ZCTA5 85264",64,185,114,88
"85266","ZCTA5 85266",218,523,381,326
"85268","ZCTA5 85268",604,679,1017,562
"85281","ZCTA5 85281",2043,1306,1839,1225
"85282","ZCTA5 85282",2327,2527,2230,1495
"85283","ZCTA5 85283",2801,2402,2482,1773
"85284","ZCTA5 85284",840,872,1134,839
"85286","ZCTA5 85286",2786,4140,3786,1945
"85295","ZCTA5 85295",3350,4809,5069,3297
"85296","ZCTA5 85296",4182,3978,4349,2651
"85297","ZCTA5 85297",1990,3785,3670,2282
"85298","ZCTA5 85298",2494,3786,4571,2725
"85301","ZCTA5 85301",5116,5843,5814,4244
"85302","ZCTA5 85302",2285,2642,2665,1421
"85303","ZCTA5 85303",2740,2794,3353,1689
"85304","ZCTA5 85304",1944,1432,2035,1078
"85305","ZCTA5 85305",1146,867,1063,727
"85306","ZCTA5 85306",1368,1387,1343,780
"85307","ZCTA5 85307",769,1019,988,456
"85308","ZCTA5 85308",3312,3308,3686,2326
"85309","ZCTA5 85309",0,0,0,0
"85310","ZCTA5 85310",792,1101,1888,979
"85320","ZCTA5 85320",0,22,49,20
"85321","ZCTA5 85321",88,247,269,106
"85322","ZCTA5 85322",9,26,28,3
"85323","ZCTA5 85323",3905,3913,3250,2081
"85324","ZCTA5 85324",42,0,35,8
"85325","ZCTA5 85325",17,16,28,0
"85326","ZCTA5 85326",5473,4972,5843,3274
"85328","ZCTA5 85328",0,0,0,0
"85329","ZCTA5 85329",119,200,312,103
"85331","ZCTA5 85331",1726,1722,1590,1483
"85332","ZCTA5 85332",0,53,105,0
"85333","ZCTA5 85333",26,30,22,5
"85334","ZCTA5 85334",179,45,50,0
"85335","ZCTA5 85335",2941,2717,2750,1590
"85336","ZCTA5 85336",750,658,781,345
"85337","ZCTA5 85337",110,126,240,209
"85338","ZCTA5 85338",4445,4004,5674,2574
"85339","ZCTA5 85339",4362,4518,4581,2854
"85340","ZCTA5 85340",2161,3034,2876,2079
"85341","ZCTA5 85341",0,0,13,0
"85342","ZCTA5 85342",83,74,44,27
"85343","ZCTA5 85343",0,30,0,0
"85344","ZCTA5 85344",463,553,638,416
"85345","ZCTA5 85345",3733,3777,3993,2265
"85346","ZCTA5 85346",0,0,0,0
"85347","ZCTA5 85347",27,74,45,40
"85348","ZCTA5 85348",0,9,9,36
"85349","ZCTA5 85349",1863,1770,2660,1531
"85350","ZCTA5 85350",1486,1244,1606,1236
"85351","ZCTA5 85351",0,40,103,0
"85352","ZCTA5 85352",52,55,14,0
"85353","ZCTA5 85353",3734,4236,4431,2327
"85354","ZCTA5 85354",201,455,522,242
"85355","ZCTA5 85355",1020,918,1072,656
"85356","ZCTA5 85356",89,203,183,146
"85357","ZCTA5 85357",0,42,0,0
"85360","ZCTA5 85360",0,0,0,5
"85361","ZCTA5 85361",326,632,644,215
"85362","ZCTA5 85362",0,0,29,17
"85363","ZCTA5 85363",337,490,393,478
"85364","ZCTA5 85364",5199,6173,4979,2781
"85365","ZCTA5 85365",3696,2846,3816,2327
"85367","ZCTA5 85367",891,760,795,407
"85371","ZCTA5 85371",43,42,9,10
"85373","ZCTA5 85373",647,663,697,539
"85374","ZCTA5 85374",1542,1709,1855,1202
"85375","ZCTA5 85375",0,99,22,0
"85377","ZCTA5 85377",0,13,0,83
"85378","ZCTA5 85378",680,427,809,298
"85379","ZCTA5 85379",3301,4454,4238,2401
"85381","ZCTA5 85381",1225,1227,1272,1240
"85382","ZCTA5 85382",2044,2274,2602,1353
"85383","ZCTA5 85383",4491,5730,5819,4107
"85387","ZCTA5 85387",921,950,689,452
"85388","ZCTA5 85388",2034,2858,3476,2131
"85390","ZCTA5 85390",253,280,615,317
"85392","ZCTA5 85392",2500,2701,2828,1944
"85395","ZCTA5 85395",1349,1706,2074,1135
"85396","ZCTA5 85396",3189,2857,2833,1582
"85501","ZCTA5 85501",466,567,709,478
"85530","ZCTA5 85530",204,205,136,122
"85531","ZCTA5 85531",0,11,25,17
"85532","ZCTA5 85532",0,35,6,64
"85533","ZCTA5 85533",168,90,29,165
"85534","ZCTA5 85534",213,190,204,157
"85535","ZCTA5 85535",0,0,0,0
"85536","ZCTA5 85536",0,66,19,6
"85539","ZCTA5 85539",145,310,167,188
"85540","ZCTA5 85540",328,586,358,75
"85541","ZCTA5 85541",957,1243,969,462
"85542","ZCTA5 85542",271,335,300,127
"85543","ZCTA5 85543",188,451,432,338
"85544","ZCTA5 85544",71,198,13,12
"85545","ZCTA5 85545",0,25,0,0
"85546","ZCTA5 85546",1448,1217,1598,813
"85550","ZCTA5 85550",381,485,602,233
"85551","ZCTA5 85551",38,59,0,0
"85552","ZCTA5 85552",407,389,692,381
"85553","ZCTA5 85553",34,0,0,76
"85554","ZCTA5 85554",0,0,0,25
"85601","ZCTA5 85601",27,0,0,21
"85602","ZCTA5 85602",397,406,561,354
"85603","ZCTA5 85603",247,313,258,109
"85605","ZCTA5 85605",88,52,50,10
"85606","ZCTA5 85606",28,69,53,65
"85607","ZCTA5 85607",1383,1121,1322,872
"85608","ZCTA5 85608",0,0,0,0
"85609","ZCTA5 85609",0,0,0,17
"85610","ZCTA5 85610",32,29,51,41
"85611","ZCTA5 85611",66,92,129,31
"85613","ZCTA5 85613",506,371,370,89
"85614","ZCTA5 85614",279,349,581,213
"85615","ZCTA5 85615",366,537,474,543
"85616","ZCTA5 85616",237,270,212,96
"85617","ZCTA5 85617",37,38,81,22
"85618","ZCTA5 85618",70,52,9,22
"85619","ZCTA5 85619",0,0,0,0
"85620","ZCTA5 85620",48,173,122,64
"85621","ZCTA5 85621",1242,1291,1615,1245
"85622","ZCTA5 85622",0,0,15,56
"85623","ZCTA5 85623",0,138,140,202
"85624","ZCTA5 85624",34,34,77,35
"85625","ZCTA5 85625",60,75,133,23
"85626","ZCTA5 85626",15,165,84,19
"85627","ZCTA5 85627",0,9,40,12
"85629","ZCTA5 85629",2492,2947,2828,1461
"85630","ZCTA5 85630",174,167,75,128
"85631","ZCTA5 85631",83,175,103,116
"85632","ZCTA5 85632",33,23,50,25
"85633","ZCTA5 85633",0,0,0,2
"85634","ZCTA5 85634",293,560,537,397
"85635","ZCTA5 85635",2087,2040,2423,1267
"85637","ZCTA5 85637",14,45,77,70
"85638","ZCTA5 85638",48,42,60,45
"85639","ZCTA5 85639",0,28,46,31
"85640","ZCTA5 85640",0,0,0,0
"85641","ZCTA5 85641",1805,2380,2893,1215
"85643","ZCTA5 85643",401,547,336,360
"85645","ZCTA5 85645",28,49,73,36
"85646","ZCTA5 85646",19,31,0,15
"85648","ZCTA5 85648",1698,1819,2116,926
"85650","ZCTA5 85650",406,977,954,506
"85653","ZCTA5 85653",2298,1780,1262,802
"85654","ZCTA5 85654",0,0,0,0
"85658","ZCTA5 85658",580,653,1049,521
"85701","ZCTA5 85701",74,145,153,78
"85704","ZCTA5 85704",1527,931,1642,1106
"85705","ZCTA5 85705",2684,3014,2224,2030
"85706","ZCTA5 85706",4650,4497,4067,2812
"85707","ZCTA5 85707",0,0,0,0
"85708","ZCTA5 85708",617,472,366,121
"85709","ZCTA5 85709",0,0,0,0
"85710","ZCTA5 85710",2779,3023,2574,1464
"85711","ZCTA5 85711",2606,2435,2523,1310
"85712","ZCTA5 85712",1357,1569,1143,766
"85713","ZCTA5 85713",2116,3340,3153,1892
"85714","ZCTA5 85714",882,931,686,458
"85715","ZCTA5 85715",622,689,867,589
"85716","ZCTA5 85716",1134,1667,1483,870
"85718","ZCTA5 85718",1010,1069,1099,902
"85719","ZCTA5 85719",1471,968,1023,929
"85721","ZCTA5 85721",0,0,0,0
"85723","ZCTA5 85723",0,0,0,0
"85724","ZCTA5 85724",0,0,0,0
"85726","ZCTA5 85726",0,0,0,0
"85730","ZCTA5 85730",2630,2439,1990,1639
"85734","ZCTA5 85734",0,0,12,38
"85735","ZCTA5 85735",448,438,955,489
"85736","ZCTA5 85736",278,274,207,169
"85737","ZCTA5 85737",792,1316,1131,936
"85739","ZCTA5 85739",369,446,545,310
"85741","ZCTA5 85741",1890,1842,1604,1319
"85742","ZCTA5 85742",1236,1901,1816,1356
"85743","ZCTA5 85743",1054,1843,2172,1126
"85745","ZCTA5 85745",1628,2101,2069,1034
"85746","ZCTA5 85746",2798,2967,3113,2367
"85747","ZCTA5 85747",1942,2173,2554,1068
"85748","ZCTA5 85748",961,1450,1138,658
"85749","ZCTA5 85749",571,633,1126,667
"85750","ZCTA5 85750",478,1041,898,971
"85755","ZCTA5 85755",606,897,934,584
"85756","ZCTA5 85756",2222,2718,2778,1638
"85757","ZCTA5 85757",1075,1593,1864,921
"85901","ZCTA5 85901",1088,1262,735,595
"85902","ZCTA5 85902",0,0,0,0
"85911","ZCTA5 85911",176,247,259,120
"85912","ZCTA5 85912",0,0,0,0
"85920","ZCTA5 85920",0,0,7,14
"85922","ZCTA5 85922",0,0,2,0
"85923","ZCTA5 85923",0,0,0,6
"85924","ZCTA5 85924",73,56,235,54
"85925","ZCTA5 85925",271,323,200,124
"85926","ZCTA5 85926",106,144,67,29
"85927","ZCTA5 85927",35,0,0,0
"85928","ZCTA5 85928",0,0,8,0
"85929","ZCTA5 85929",207,359,442,227
"85930","ZCTA5 85930",63,130,192,121
"85931","ZCTA5 85931",0,0,0,0
"85932","ZCTA5 85932",269,0,0,0
"85933","ZCTA5 85933",86,58,276,190
"85934","ZCTA5 85934",26,24,138,0
"85935","ZCTA5 85935",131,166,156,249
"85936","ZCTA5 85936",155,494,609,231
"85937","ZCTA5 85937",954,1142,993,568
"85938","ZCTA5 85938",143,97,106,88
"85939","ZCTA5 85939",224,198,216,175
"85940","ZCTA5 85940",32,31,34,27
"85941","ZCTA5 85941",777,924,1247,722
"85942","ZCTA5 85942",0,0,0,0
"86001","ZCTA5 86001",1425,1508,1207,991
"86003","ZCTA5 86003",0,0,0,0
"86004","ZCTA5 86004",1849,2128,2632,1471
"86005","ZCTA5 86005",1113,1036,1188,584
"86011","ZCTA5 86011",0,0,0,120
"86015","ZCTA5 86015",185,49,122,17
"86016","ZCTA5 86016",4,0,0,0
"86017","ZCTA5 86017",0,11,0,0
"86018","ZCTA5 86018",85,43,60,10
"86020","ZCTA5 86020",97,126,144,71
"86021","ZCTA5 86021",625,483,639,447
"86022","ZCTA5 86022",93,40,67,121
"86023","ZCTA5 86023",0,133,23,88
"86024","ZCTA5 86024",7,0,4,4
"86025","ZCTA5 86025",269,236,714,185
"86028","ZCTA5 86028",0,0,0,0
"86029","ZCTA5 86029",0,0,0,0
"86030","ZCTA5 86030",11,112,41,31
"86031","ZCTA5 86031",158,145,140,101
"86032","ZCTA5 86032",264,233,267,169
"86033","ZCTA5 86033",591,895,703,400
"86034","ZCTA5 86034",107,88,76,56
"86035","ZCTA5 86035",110,116,132,85
"86036","ZCTA5 86036",5,8,14,7
"86038","ZCTA5 86038",0,62,31,0
"86039","ZCTA5 86039",107,41,43,44
"86040","ZCTA5 86040",561,1211,674,535
"86042","ZCTA5 86042",81,146,166,133
"86043","ZCTA5 86043",183,197,254,135
"86044","ZCTA5 86044",130,116,239,242
"86045","ZCTA5 86045",708,802,886,510
"86046","ZCTA5 86046",436,402,481,436
"86047","ZCTA5 86047",883,1097,882,686
"86052","ZCTA5 86052",0,0,0,0
"86053","ZCTA5 86053",136,169,182,98
"86054","ZCTA5 86054",81,57,102,53
"86301","ZCTA5 86301",842,828,1187,538
"86303","ZCTA5 86303",563,714,478,685
"86305","ZCTA5 86305",430,436,855,359
"86313","ZCTA5 86313",0,0,0,0
"86314","ZCTA5 86314",2225,2440,2405,1582
"86315","ZCTA5 86315",627,527,357,215
"86320","ZCTA5 86320",162,35,207,92
"86321","ZCTA5 86321",364,383,280,155
"86322","ZCTA5 86322",464,616,872,683
"86323","ZCTA5 86323",1022,963,922,479
"86324","ZCTA5 86324",158,147,71,136
"86325","ZCTA5 86325",142,71,339,160
"86326","ZCTA5 86326",1130,893,1238,793
"86327","ZCTA5 86327",177,299,545,354
"86329","ZCTA5 86329",74,187,219,96
"86331","ZCTA5 86331",0,7,5,14
"86332","ZCTA5 86332",97,65,91,21
"86333","ZCTA5 86333",115,316,281,290
"86334","ZCTA5 86334",155,208,303,65
"86335","ZCTA5 86335",22,174,161,50
"86336","ZCTA5 86336",166,320,520,163
"86337","ZCTA5 86337",79,19,49,56
"86338","ZCTA5 86338",31,21,24,15
"86343","ZCTA5 86343",5,0,9,0
"86351","ZCTA5 86351",52,116,66,173
"86401","ZCTA5 86401",1643,1894,1543,878
"86403","ZCTA5 86403",727,1061,728,466
"86404","ZCTA5 86404",558,517,759,454
"86406","ZCTA5 86406",795,906,1409,665
"86409","ZCTA5 86409",1460,1340,1668,1319
"86411","ZCTA5 86411",8,100,0,0
"86413","ZCTA5 86413",236,139,214,300
"86426","ZCTA5 86426",414,666,822,361
"86429","ZCTA5 86429",152,259,258,325
"86431","ZCTA5 86431",0,0,0,0
"86432","ZCTA5 86432",0,161,65,101
"86433","ZCTA5 86433",0,0,0,0
"86434","ZCTA5 86434",112,260,186,58
"86435","ZCTA5 86435",0,0,0,0
"86436","ZCTA5 86436",0,0,0,0
"86437","ZCTA5 86437",5,0,11,5
"86438","ZCTA5 86438",0,9,13,0
"86440","ZCTA5 86440",386,449,558,100
